UserName,Review Text,Rating
Gully Gallerie,"Jelek banget makin kesini makin ga banget, akun aku udah 3x kena ditangguhkan, pertama ditangguhkan dimintai vertifikasi lewat email dan no.hp, kedua ditangguhkan dimintai hal yang sama tapi kolom buat ngisinya gabisa ditekan tekan, dah install ulang juga sama, berkali kali coba tetap gabisa login, 2minggu nunggu akhirnya iseng² coba lagi akhirnya bisa, eh sekarang ditangguhkan lagi bjir, dan disuruh rekam diri, tapi pas mau rekam diri, gabisa juga alasan jaringan dan memori penuh, padahal tidak",1
Bimasari Sihotang,"Salah satu aplikasi media sosial favorit aku. Buat keseluruhan aplikasinya sudah baik. Tapi, kadang sudah melihat stories,atau lagu yang dipost sama teman. Saya harap tolong segera diperbaiki.terimakasih..",5
Pengguna Google,"Tolong diperbaiki lagi... Ceritanya begini, aku mengirim reels ke temanku tapi reels yg terkirim itu tidak bisa dilihat oleh temanku dgn tulisan bahwa reels ""pesan tidak tersedia"" juga dibilang dihapus/privasi, tapi aku masih bisa menonton video itu tapi temanku tidak...kan aneh, video nya masih ada dibilang tidak tersedia, tolong ya diperbaiki, dari kemarin-kemarin begitu terus",4
muh.sahrir ririn,"Apli ini bagus,kita bisa pake efek apapun,tapi kadang masih loading padahal masih punya paket kouta banyak masih bisa buka tt,wa dan lain lain jadi tolong di perbaiki lagi🙏🙏maaf kalo ulasan ini tdk berguna😔😔🙏",5
Anatasia Maya,"Saya kasih bintang 5, tapi jangan hilangin arsip IG. Sayang banget kalau arsip IG ga ada. Saya yakin sekali, kalau Instagram membuat fitur seperti ini akan sepi peminat. Kami suka main Instagram karena ada arsipnya, jadi ga perlu simpan di galeri, di IG juga bisa. Buatlah fitur yang penting bukan krn fitur sesuai keinginan anda. Bikin lagu di catatan aja sebenant ga penting krn bisa bikin di story Instagram loh. Pokoknya jangan hilangin arsip Instagram yaaa nangis bgt klo sampe hilang🥹😭😭",5
Syafa Ayska,"sebenarnya apk ig ini cukup baik.Keluhan saya adalah.., waktu saya meng upload video dengan kualitas yang cukup tinggi itu tidak bisa, ada tulisan ""mengirim"" dan juga ""menunggu koneksi"", padahal jaringan saya normal.Terus waktu saya upload story video dengan kualitas yang sedikit rendah itu bisa ke upload.Mohon pihak Instagram untuk meng upgrade aplikasi Instagram ini menjadi lebih baik. Terimakasih🙏🏻.",4
Raline Syifa,"Aplikasi nya bagus, ada 1 yang sangat disayangkan yaitu saat post story, kenapa tidak bisa menggunakan ukuran foto/vdio menggunakan ukuran lain selain ukuran 19:16, sebenarnya bisa, cuma latarnya jadi berwarna, kalo bisa latarnya warna hitam saja yang basic🙏🏻",3
Andrerizky Maulana,"tolong untuk pihak Instagram, kenapa Instagram saya tidak bisa membagikan catatan cerita di video reels nya!!!! masa di akun teman saya bisa tapi di akun saya tidak bisa??!!! saya yakin saya tidak sendiri disini, ada bnyak org yg mengira blm update IG mreka, pdhl emg IG nya saja yg terlalu busukkk ga memperhatikan masalah masalah pengguna nyaa!!! sialann!!!",1
Ilham Mardiansyah,Setelah update terbaru instagram justru ngelag lebih lambat respon foto dan video susah muncul bukan karena masalah jaringan sinyal internet karena untuk membuka aplikasi lain berjalan lancar dan sinyal internet penuh tapi sepertinya masalahnya ada di aplikasi instagramnya sendiri seperti error dan sering keluar aplikasi dengan sendiri hingga saat ini.,1
CRESPO MANDALA SAPUTRA,"terkadang saya sering keluar sendiri dari instagram itu kenapa ya kak tolong di perbaiki makasih, sama knp sih klu mau upload story lama bener sering stak di 90%, tp klu post di apk lain lancar² aja",2
Rido,"Fitur untuk mengganti ""audio tidak tersedia"" dalam postingan yg sudah diposting hanya bisa untuk 1x mengganti padahal audio sering kali terhapus, tolong fitur untuk mengganti audio musik yang error dalam postingan yg sudah diposting bisa lebih dari 1x karna sangat menggangu.",1
Ms.DnoB.p,"Saya merasa senang karena instagram bisa memberi tontonan yang menghibur. Namun saya ada saran tolong di bagian ""aktifitas saya"" ditambahkan fitur history tontonan sebab beberapa kali ada postingan yang hendak di simpan tapi terlanjur ke relock sehingga postingannya belum kesimpan dengan like ataupun komentar",5
Ria Desvitria Ningsih,"Kenapa ni tiba2 Instagram saya di tangguhkan seolah olah saya melakukan pelanggaran, saya manusia bukan robot, saya juga gak merasa melakukan pelanggaran, tolong kembalikan Instagram saya! Sudah saya rekam wajah loadingnya lama, setelah itu malah terjadi kesalahan . Sepanjang sejarah saya menggunakan Instagram 5 tahun lebih baru kali ini Instagram sangat mengecewakan!",1
Intan Yulia,"gabisa gabisa kenapa arsip story ilang separuh woy, itu kan moment terpenting dalam hidup, terus kenapa lagi foto yg ada musiknya, di arsip itu musiknya tidak tersedia!! jadi males sekarang bikin story di Instagram, percuma nyimpen moment berharga, tapi ujung²nya ilang juga tuh foto:(",2
Avitaaa,"Gabisa buat story video di ig. Tulisannya menunggu koneksi terus, pdhl udah log out log in bbrp kali, sampe matiin hp juga. Dan koneksi jaringan pun bagus pake wifi atau kuota. Gatau kenapa bisa gini ig😭😭",2
2 - Rizky Fadhillah,"Tolong adakan fitur nonaktifkan reels instagram!! Jadi, nanti ada fitur settingan di instagram yang membuat kita bisa mengatur waktu produktif kita dan bisa menonaktifkan reels instagram selama fitur itu aktif. Jika di nonaktifkan, fitur reels instagram akan muncul kembali. Tolong dengan sangat, karena setiap saya ada kerjaan di instagram, tanpa sadar saya menonton reels instagram!! Tolong, ini keinginan setiap pengguna! Jangan bikin kami kecanduan sangat gila!!",1
r,"Akun² fanspage yang gua ikuti kenapa nggak muncul di beranda?? Gua refresh sampe kiamat pun tetap kagak muncul!! Udah gua cek satu² di setiap akun fanspage ternyata masih aktif posting tapi kagak muncul di beranda gua woyy!!!!!. Benerin lah bugnya nying, annoying banget udah kek tiktod fyp vidio² mulu",1
isnanabila,"Tolong diperbaiki bagian membuat story, pada OS Android tidak bisa membuat background, Keterangan nya ""Stiker Interaktif tidak bisa ditutupi"" Mohon segera di FIX!",1
Saya Dary,"Edit di pc - teks hilang - edit deskripsi - ""Editan anda belum disimpan silahkan coba lagi nanti""- ulangi - sama aja - pulih. Akun gw dibisukan tanpa kalimat yg melanggar & tanpa alasan. Masalah selesai tapi tiba² akun saya ditangguhkan dengan alasan ambigu - kode pemulihan akun email tidak dikirim (ternyata di folder spam) - mulai selfie - layar blank hitam berkali² (ternyata loading tanpa tanda) - pulih. Sekarang reupload reels ke story loading lamaaaa",5
Mardian Saputra,"Ini sehari berapa kali update ya ? Yg di update apa si ? Kayanya ga nambah bagus ga ada perubahan juga malah makin mundur, juga tambahkan pengaturan pengiriman story jdi kalo ada video yg durasinya lebih dari 1 menit kita bisa atur mau di menit keberapa yang dikirim.",1
Aisya Nabila,"Entah mengapa tiba-tiba aplikasi instagram saya gabisa terbuka, ketika masuk aplikasi langsung keluar kembali Sudah coba ilangin data ini itu tetapi masih tidak bisa padahal sebelumnya aman² saja Sangat kecewa sekali tolong segera ditindaklanjuti",2
Fitry 1030_,"Tolong caranya biar story saya yang baru di up di mnculkan di arsib‼️, itu kan g sengaja ketekan arsipkan smntra di story, nah dri situ mnghilang dari story saya dn sy liat di arsib:lah kok hilang?, ini tolong sy sda liat vid cara"" mngbalikan tapi nga ada biar satu tutorialnya yg sprti sy mksd ini. Rncnya mau di smpan dlu eh g sngja ketekan arsibkan, TOLONG SKLIIII‼️",1
Bowo Laksono,"kenapa ini sering muncul pesan ajukan banding, padahal pagi bisa dibuka, malamnya malah tidak bisa, dan itu nyambung ke thread sampai minta email lagi, kok jd bikin waspada... mohon diperbaiki lg..",1
Athiyyah Salsabillah,"instagram makin lemot jaringan uda bagus tp slalu lag saat liat story dll sy kira internetny yg bermasalah, pas sy liat tiktok lancar² aj pake data internet keselll bangettt tolong pihak instagran perbaikiiiiiii woii sgt² mengganggu!!!!!!!!",1
Zeon By,sekarang makin bagus performanya tapi ada sedikit bug yaitu ketika siaran langsung bersama teman jadi blackscreen kadang gak keliatan itu aja yg lain udah bagus kok,5
Diki Iskandar,"Hello... Ada Bug yg sangat menggangu saat saya menggunakan Instagram, kenapa di fitur Reels saya tidak scroll konten² influence? Dan saat masuk ke Reels tidak ada gambar (Blank)... Mohon segera di perbaiki sangat menggangu sekali... Thnks",4
Kafi Falahul bashirah,"Tolong lah di perbaiki bug yang meresahkan ini setiap saya ini melihat reels ataupun yang lain nya di isntagram semua nya lemot tetapi sinyal saya baik baik saja,sudah berapa kali saya apus dan domload lagi tetapi hasil nya tetap sama saja.jadi tolong lah admid di perbaiki secepat nya karna ini sudah sangat meresahkan",1
Farhan Agung,"T**k isi iklannya judol semua, padahal kaga pernah maen, browsing atau yang semacamnya. Udah di report, tidak tertarik dang lainnya masih tetep muncul. T**k cape gua Scroll2 terus muncul iya kalau sekali dua kali ini kadang per 3 scrollan muncul",2
Perdiansyah,"Setelah update, buat reels sekarang jadi aneh. Lebih suka UI yang lama, karena membuat Reels yang ada teks otomatisnya jadi lebih gampang, ketimbang sekarang jadi susah dan bingung, anehh",1
Rinda A,"kenapa tidak bisa upload reels, stuck di 90% susah banget mau upload eror, untuk bagian cerita kalau yang berbentuk video stuck tidak bisa di putar gimana sih semakin di update semakin buruk",2
Angel Santa Ulina Sihombing,"Aplikasi nya gakk bagus saya kira hp saya yang ngelek ternyata emang aplikasi nya yang gak bagus, padahal saya udah apdet berapa kalii, masa iya orang lain ngetag akun kita itu gak bisa di masukin ke cerita akun kitaa!!! Perbaharui lagii dong aplikasinya",1
Oktavianti Oktavianti,"Ngga bisa buat story, kenapa ya kalok buat story pakek tata letak sama lagu pas mau di post kesalahan. Udah berulang kali loh kayak gini. Plis lah min perbaiki napa, padahal jaringan ku udah stabil loh",3
Fathiyanazwa 02,"Sebel banget dari kemarin mau buka ig malah suruh login mulu. Giliran login malah ngga bisa nemuin akun. Tolong dong diperbaiki udah dari kemarin² nyoba login tetep ngga bisa, udh diapus terus didownload lagi tetep aja ngga bisa🗿",1
Ayodya Store,"Kenapa beberapa video di feed Instagram tidak bisa diputar lagi? Tidak ada tombol play nya dan bukan karena masa video kadaluarsa,padahal video yang lebih lama masih bisa diputar. Tolong kembalikan jadi normal ya , akan saya kasih bintang 5 jika video sudah dapat diputar lagi",1
Fayyadh Rantisi,"Saya sangat senang menggunakan Instagram. Tetapi saya sangat kecewa. karena setelah akun saya diretas, saya tidak bisa memulihkan akunnya. Saya mencoba untuk mendapatkan dukungan untuk mengambil video selfie. Tetapi hanya muncul layar kosong berwarna putih. Sampai sekarang belum ada respon dari pihak Instagram.",2
ganks bocil,"dari segi manapun apk nya bagus' aja guys, tapi ada sisi lain yg harus di update yaitu fitur buat ganti music postingan yg udah di upload, sebagian besar org' bertanya tanya, bagaimana caranya ganti music postingan yg udah di upload? hal itu sebenar nya tidak ada guys, mencari tutor kesana kesini yang ada cuman tutor hapus dulu postingan nya trs upload lagi dengan music yang baru, kemungkin banyak bermanfaat buat org yg salah ambil music/music yang tidak sesuai vibe foto/video. sekian trmksh",5
Masin Ucok,"Makin jelek aplikasinya, kalo ngeliat arsip story muter"" doang padahal jaringan wifi bagus pake data udah tapi sama aja muter"" doang, tolong di perbaikin aplikasi nya, agar pengguna yang lain lebih nyaman termasuk saya",1
Dinda Marpaung,"Instagram sebaiknya tetap mempertahankan fitur Archive Story, karena fitur ini sangat berguna untuk menyimpan kenangan dan momen berharga tanpa harus membagikannya secara permanen di profil. Selain itu, fitur ini memudahkan pengguna untuk melihat kembali cerita lama kapan saja, menjaga privasi, namun tetap bisa mengakses kenangan dengan mudah. Menghapus fitur ini akan mengurangi pengalaman pengguna yang sudah terbiasa menggunakannya.",2
Shyella Lolowang,Kenapa akun saya tiba-tiba ditangguhkan ya?? Tanpa alasan yg jelas pdhl tidak melakukan pelanggaran loh terus loadingnya lama bngt udh kirim foto selfie untuk banding tp masih blm pulih klr kirim selfie juga layar langsung blank berubah jd hitam?? Udh sempet masuk habis itu muncul lagi notif buat kirim banding emangnya sekali kirim harus brp kali?? What happened to Instagram?? Sering-seringlah kek gini deh....,1
Anggara rifky Saputra,"Untuk semua fitur sudah bagus tetapi satu menurut saya yg harus di tambahin ,min tolong untuk music di tambahin lagi waktu nya jangan cuman 15 detik aja minimal 30 detik TOLONGG!!!",3
Matt Talamati,"Mengapa lagu di instagram hanya sedikit? Setengah lagu ada yang hilang , pas dicari gak dapat dapat , padahal instagram yang lalu semua musik nya ada. Tapi kenapa sekarang banyak sekali lagu yang hilang? Tolong buat lagunya jadi lengkap lagi...",2
Game Account,"Aplikasinya makin lama makin buruk penuh bug, saya upload video sampe 3 jam gak selesai selesai padahal sinyal lancar, trus video yang seharusnya 6 menit kenapa malah jadi 13 menit. Tolong jika di update beneran dibenerin bug nya",1
kind person,"Tim instagram gk Becus, udh saya laporkan masalah akun karena sering bug untuk opsi memunculkan lagu sering hilang tapi gak ada tindakan apapun. Saya sebagai pengguna merasa tidak dianggap, tim instagram gk peduli sama sekali 🤣",1
Faizah Ratu Zalni,"Jelek banget update an nya, plis pas mau bikin story jadi ga enak. Tolong ganti ke yang lama aj, font nya pada berubah juga males bgt. Trus pas abis bikin story, gak masuk ke arsip jdi gbisa bikin hightlight :(",1
Refrina Matratilova,"Sebelumnya masih bisa untuk download foto dari yang di edit insta story, sekarang engga samsek 😬 jadi harus di ss dulu 😔 padahal dulu ngga gini deh, mohon perbaiki ya, selebihnya udah oke banget kok 😎 makasih kawandeu 🙏🏻",4
Sifa,"Setiap post feed yg lebih dari 10 selalu kedip2 fotonya dan tidak ter up, hanya bisa post feed lebih dari 10 jika tanpa menggunakan lagu.",1
Billy Darmawan Lie,"Scrool dr atas kebawah atau sebaliknya tidak seperti biasanya,,ini terjadi setelah update yg terbaru Melihat foto slide ke 2 dan selanjutnya pun sulit Saya uda cek di aplikasi lain tidaj seperti ini,krna awalnya saya kira hp saya yg bermaslah Mohon diperbaiki",2
Nicholas Hia,"tolong kepada pihak ig untuk memperbaiki bug fc ( keluar sendiri ) karena dalam update sekarang ini, saya mengalami banyak sekali bug terutama bug fc padahal memori hp saya masih banyak dan jaringan juga bagus🙏",1
Ryze9,"Kemungkinan banyak yang mengeluhkan persoalan ini, tolong untuk fitur lagu di post agar ditambahkan mengubah/menghapus lagu, saya harap tanggapannya segera terimakasih 🙏🙏",2
Hilma Putri,"Fitur font awalnya sudah ada. Tiba2 hilang setelah bbrpa hari, bahkan bbrp fitur batu nggk masuk padahal sudah update ke versi terbaru, mana udh sebulan fitur klik link juga nggk bisa nyambung ke situsnya.",1
Ega Tifani,"Aplikasi bagus, Tetapi saya mengalami kendala. Sore ini saya memposting foto di instagram tetapi setelah saya menambahkan lagu diposting saya, foto postingan saya menjadi ngezoom, sudah saya hapus dan saya coba lagi tetapi tetap sama. Tolong segera direspon dan diperbaiki, terimakasih",1
Devia Pebriyanti,"Rating⭐8/10✨ Keunggulan: dari jaman dulu memang aplikasi ini sangat bagus, bisa melihat foto artis bahkan aktor, artis luar negeri bahkan sampai mancanegara, bisa juga kita saling berinteraksi dengan idola kita. Selain itu, ada banyak filter yang sangat Bagus untuk mengambil foto, sehingga membuat kita jadi cantik. Kekurangan: Sekarang semakin lama apk ini semakin berbeda, dulu foto dan video di pisah tidak di satukan, tetapi sekarang di satukan dan di Campur hal itu membuat kuota jadi cpt habs",3
Rina Asih,App-nya bagus cuma pas mau nyimpen foto itu lama banget padahal dulu ga sampai selama itu terus pas keluar lalu masuk lagi kirain dah masuk galeri ternyata ga ada tolong di perbaiki lagi plisss mau masuk akun gak bisa peringatannya itu seberapa sering anda di Instagram padahal kalo masuk gak pernah gitu mau ganti atau pindah aku juga gak bisa di perbaiki pilsss udah sering di update tapi tetep eror jangan sampe mau update lagi harus berbayar ya yang unduh rugi gak bisa masuk,3
